Sampling_code,Date_Time_Enumerated,Sample_Name,Test,Dilution,Plating_Replicate,Count,Photo_on_labserver_date?,Comments
0622_B,"2022_07_08, 1:20PM",DI_2,PC,10^-4,2,69,"2022_07_12, 2:42PM",
0622_B,"2022_07_08, 1:20PM",DI_3,PC,10^-4,1,181,"2022_07_12, 2:42PM",
0622_B,"2022_07_08, 1:20PM",DI_3,PC,10^-4,2,201,"2022_07_12, 2:42PM",
0622_B,"2022_06_30, 1:28PM",DI_NC,APC,NA,NA,0,"2022_07_05, 11:47AM",
0622_B,"2022_06_30, 1:28PM",DI_NC,GN,NA,NA,0,"2022_07_05, 11:47AM",
0622_B,"2022_07_08, 1:20PM",DI_NC,PC,NA,NA,0,"2022_07_12, 2:42PM",
0622_B,"2022_07_04, 11:30AM",D7_1,APC,10^-6,1,51,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_1,APC,10^-6,2,43,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_2,APC,10^-5,1,118,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_2,APC,10^-5,2,114,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_3,APC,10^-5,1,145,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_3,APC,10^-5,2,150,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_1,GN,10^-5,1,70,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_1,GN,10^-5,2,93,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_2,GN,10^-6,1,30,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_2,GN,10^-6,2,30,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_3,GN,10^-5,1,124,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_3,GN,10^-5,2,120,"2022_07_05, 12:12PM",
0622_B,"2022-07_12, 1:30PM",D7_1,PC,10^-6,1,78,"2022_07_12, 2:10PM",
0622_B,"2022-07_12, 1:30PM",D7_1,PC,10^-6,2,78,"2022_07_12, 2:10PM",
0622_B,"2022-07_12, 1:30PM",D7_2,PC,10^-6,1,15,"2022_07_12, 2:10PM",
0622_B,"2022-07_12, 1:30PM",D7_2,PC,10^-6,2,12,"2022_07_12, 2:10PM",
0622_B,"2022-07_12, 1:30PM",D7_3,PC,10^-6,1,30,"2022_07_12, 2:10PM",
0622_B,"2022-07_12, 1:30PM",D7_3,PC,10^-6,2,51,"2022_07_12, 2:10PM",
0622_B,"2022_07_04, 11:30AM",D7_NC,APC,NA,NA,0,"2022_07_05, 12:12PM",
0622_B,"2022_07_04, 11:30AM",D7_NC,GN,NA,NA,0,"2022_07_05, 12:12PM",
0622_B,"2022-07_12, 1:30PM",D7_NC,PC,NA,NA,0,"2022_07_12, 2:10PM",
0622_B,"2022_07_09, 11:30AM",D12_1,APC,10^-6,1,46,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_1,APC,10^-6,2,39,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_2,APC,10^-6,1,155,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_2,APC,10^-6,2,134,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_3,APC,10^-6,1,49,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_3,APC,10^-6,2,41,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_1,GN,10^-6,1,18,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_1,GN,10^-6,2,24,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_2,GN,10^-6,1,84,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_2,GN,10^-6,2,62,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_3,GN,10^-6,1,18,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_3,GN,10^-6,2,20,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_17, 11:50AM",D12_1,PC,10^-6,1,92,"Y, 2022_07_19, 9:55AM",
0622_B,"2022_07_17, 11:50AM",D12_1,PC,10^-6,2,95,"Y, 2022_07_19, 9:55AM",
0622_B,"2022_07_17, 11:50AM",D12_2,PC,10^-7,1,36,"Y, 2022_07_19, 9:55AM",
0622_B,"2022_07_17, 11:50AM",D12_2,PC,10^-7,2,46,"Y, 2022_07_19, 9:55AM",
0622_B,"2022_07_17, 11:50AM",D12_3,PC,10^-6,1,43,"Y, 2022_07_19, 9:55AM",
0622_B,"2022_07_17, 11:50AM",D12_3,PC,10^-6,2,53,"Y, 2022_07_19, 9:55AM",
0622_B,"2022_07_09, 11:30AM",D12_NC,APC,NA,NA,0,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_09, 11:30AM",D12_NC,GN,NA,NA,0,"Y, 2022_07_11, 9:14AM",
0622_B,"2022_07_17, 11:50AM",D12_NC,PC,NA,NA,0,"Y, 2022_07_19, 9:55AM",
0622_B,"2022_07_14, 12:40PM",D17_1,APC,10^-7,1,46,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_1,APC,10^-7,2,42,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_2,APC,10^-7,1,17,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_2,APC,10^-7,2,17,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_3,APC,10^-6,1,31,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_3,APC,10^-6,2,28,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_1,GN,10^-6,1,125,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_1,GN,10^-6,2,126,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_2,GN,10^-6,1,65,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_2,GN,10^-6,2,61,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_3,GN,10^-6,1,16,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_3,GN,10^-6,2,17,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_22, 12:00PM",D17_1,PC,10^-7,1,86,"Y, 2022_08_05, 11:00AM",
0622_B,"2022_07_22, 12:00PM",D17_1,PC,10^-7,2,112,"Y, 2022_08_05, 11:00AM",
0622_B,"2022_07_22, 12:00PM",D17_2,PC,10^-7,1,42,"Y, 2022_08_05, 11:00AM",
0622_B,"2022_07_22, 12:00PM",D17_2,PC,10^-7,2,50,"Y, 2022_08_05, 11:00AM",
0622_B,"2022_07_22, 12:00PM",D17_3,PC,10^-6,1,146,"Y, 2022_08_05, 11:00AM",
0622_B,"2022_07_22, 12:00PM",D17_3,PC,10^-6,2,134,"Y, 2022_08_05, 11:00AM",
0622_B,"2022_07_14, 12:40PM",D17_NC,APC,NA,NA,0,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_14, 12:40PM",D17_NC,GN,NA,NA,0,"Y, 2022_07_19, 9:46AM",
0622_B,"2022_07_22, 12:00PM",D17_NC,PC,NA,NA,0,"Y, 2022_08_05, 11:00AM",
0622_B,"2022_07_19, 1:15PM",D22_1,APC,10^-7,1,58,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_1,APC,10^-7,2,42,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_2,APC,10^-7,1,14,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_2,APC,10^-7,2,15,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_3,APC,10^-7,1,52,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_3,APC,10^-7,2,60,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_1,GN,10^-6,1,161,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_1,GN,10^-6,2,110,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_2,GN,10^-6,1,43,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_2,GN,10^-6,2,32,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_3,GN,10^-7,1,15,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_3,GN,10^-7,2,21,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_27, 1:28PM",D22_1,PC,10^-7,1,58,"Y, 2022_08_05, 11:07AM",
0622_B,"2022_07_27, 1:28PM",D22_1,PC,10^-7,2,63,"Y, 2022_08_05, 11:07AM",
0622_B,"2022_07_27, 1:28PM",D22_2,PC,10^-7,1,16,"Y, 2022_08_05, 11:07AM",
0622_B,"2022_07_27, 1:28PM",D22_2,PC,10^-7,2,11,"Y, 2022_08_05, 11:07AM",
0622_B,"2022_07_27, 1:28PM",D22_3,PC,10^-7,1,107,"Y, 2022_08_05, 11:07AM",
0622_B,"2022_07_27, 1:28PM",D22_3,PC,10^-7,2,102,"Y, 2022_08_05, 11:07AM",
0622_B,"2022_07_19, 1:15PM",D22_NC,APC,NA,NA,0,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_19, 1:15PM",D22_NC,GN,NA,NA,0,"Y, 2022_08_05, 9:25AM",
0622_B,"2022_07_27, 1:28PM",D22_NC,PC,NA,NA,0,"Y, 2022_08_05, 11:07AM",
0722_A,"2022_07_14, 12:40PM",H_1,APC,10^-4,1,102,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_1,APC,10^-4,2,100,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_2,APC,10^-3,1,132,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_2,APC,10^-3,2,134,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_3,APC,10^-3,1,151,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_3,APC,10^-3,2,132,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_1,GN,10^-3,1,132,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_1,GN,10^-3,2,107,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_2,GN,10^-3,1,20,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_2,GN,10^-3,2,13,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_3,GN,10^-3,1,42,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_3,GN,10^-3,2,59,"2022_07_19, 9:37AM",
0722_A,"2022_07_22, 11:57AM",H_1,PC,10^-4,1,60,"2022_08_05, 10:57AM",
0722_A,"2022_07_22, 11:57AM",H_1,PC,10^-4,2,51,"2022_08_05, 10:57AM",
0722_A,"2022_07_22, 11:57AM",H_2,PC,10^-3,1,108,"2022_08_05, 10:57AM",
0722_A,"2022_07_22, 11:57AM",H_2,PC,10^-3,2,105,"2022_08_05, 10:57AM",
0722_A,"2022_07_22, 11:57AM",H_3,PC,10^-3,1,190,"2022_08_05, 10:57AM",
0722_A,"2022_07_22, 11:57AM",H_3,PC,10^-3,2,206,"2022_08_05, 10:57AM",
0722_A,"2022_07_14, 12:40PM",H_NC,APC,NA,NA,0,"2022_07_19, 9:37AM",
0722_A,"2022_07_14, 12:40PM",H_NC,GN,NA,NA,0,"2022_07_19, 9:37AM",
0722_A,"2022_07_22, 11:57AM",H_NC,PC,NA,NA,0,"2022_08_05, 10:57AM",
0722_A,"2022_07_28, 1:20PM",DI_1,APC,10^-4,1,63,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_1,APC,10^-4,2,70,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_2,APC,10^-4,1,103,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_2,APC,10^-4,2,77,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_3,APC,10^-4,1,54,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_3,APC,10^-4,2,56,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_1,GN,10^-4,1,30,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_1,GN,10^-4,2,29,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_2,GN,10^-4,1,51,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_2,GN,10^-4,2,50,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_3,GN,10^-4,1,25,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_3,GN,10^-4,2,36,"2022_08_05, 11:14AM",
0722_A,"2022_08_05, 12:00PM",DI_1,PC,10^-4,1,75,"2022_08_08, 8:38AM",
0722_A,"2022_08_05, 12:00PM",DI_1,PC,10^-4,2,76,"2022_08_08, 8:38AM",
0722_A,"2022_08_05, 12:00PM",DI_2,PC,10^-4,1,88,"2022_08_08, 8:38AM",
0722_A,"2022_08_05, 12:00PM",DI_2,PC,10^-4,2,86,"2022_08_08, 8:38AM",
0722_A,"2022_08_05, 12:00PM",DI_3,PC,10^-4,1,60,"2022_08_08, 8:38AM",
0722_A,"2022_08_05, 12:00PM",DI_3,PC,10^-4,2,74,"2022_08_08, 8:38AM",
0722_A,"2022_07_28, 1:20PM",DI_NC,APC,NA,NA,0,"2022_08_05, 11:14AM",
0722_A,"2022_07_28, 1:20PM",DI_NC,GN,NA,NA,0,"2022_08_05, 11:14AM",
0722_A,"2022_08_05, 12:00PM",DI_NC,PC,NA,NA,0,"2022_08_08, 8:38AM",
0722_A,"2022_08_02, 3:20PM",D7_1,APC,10^-5,1,53,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. "
0722_A,"2022_08_02, 3:20PM",D7_1,APC,10^-5,2,59,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. "
0722_A,"2022_08_02, 3:20PM",D7_2,APC,10^-5,1,27,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. "
0722_A,"2022_08_02, 3:20PM",D7_2,APC,10^-5,2,34,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. "
0722_A,"2022_08_02, 3:20PM",D7_3,APC,10^-5,1,53,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. "
0722_A,"2022_08_02, 3:20PM",D7_3,APC,10^-5,2,44,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. "
0722_A,"2022_08_02, 3:20PM",D7_1,GN,10^-4,1,360,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. TNTC, count estimated: 20*(18 + 18 + 18)/3"
0722_A,"2022_08_02, 3:20PM",D7_1,GN,10^-4,2,407,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. TNTC, count estimated: 20*(20 + 27 + 14)/3"
0722_A,"2022_08_02, 3:20PM",D7_2,GN,10^-4,1,167,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. TNTC, count estimated: 20*(7 + 12 + 6)/3"
0722_A,"2022_08_02, 3:20PM",D7_2,GN,10^-4,2,233,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. TNTC, count estimated: 20*(12 + 14 + 9)/3"
0722_A,"2022_08_02, 3:20PM",D7_3,GN,10^-4,1,347,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. TNTC, count estimated: 20*(17 + 18 + 17)/3"
0722_A,"2022_08_02, 3:20PM",D7_3,GN,10^-4,2,327,"Y, 2022_08_05, 11:29AM","Removed from incubator on Saturday, 2022_07_30, and kept in cold room until enumeration. TNTC, count estimated: 20*(13 + 22 + 14)/3"
0722_A,"2022_08_07, 11:10AM",D7_1,PC,10^-5,1,97,"Y, 2022_08_08, 8:40AM",
0722_A,"2022_08_07, 11:10AM",D7_1,PC,10^-5,2,87,"Y, 2022_08_08, 8:40AM",
0722_A,"2022_08_07, 11:10AM",D7_2,PC,10^-5,1,65,"Y, 2022_08_08, 8:40AM",
0722_A,"2022_08_07, 11:10AM",D7_2,PC,10^-5,2,59,"Y, 2022_08_08, 8:40AM",
0722_A,"2022_08_07, 11:10AM",D7_3,PC,10^-5,1,112,"Y, 2022_08_08, 8:40AM",
0722_A,"2022_08_07, 11:10AM",D7_3,PC,10^-5,2,108,"Y, 2022_08_08, 8:40AM",
0722_A,"2022_08_02, 3:20PM",D7_NC,APC,NA,NA,0,"Y, 2022_08_05, 11:29AM",
0722_A,"2022_08_02, 3:20PM",D7_NC,GN,NA,NA,0,"Y, 2022_08_05, 11:29AM",
0722_A,"2022_08_07, 11:10AM",D7_NC,PC,NA,NA,0,"Y, 2022_08_08, 8:40AM",
0722_A,"2022_08_04, 3:20PM",D12_1,APC,10^-6,1,191,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_1,APC,10^-6,2,157,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_2,APC,10^-6,1,79,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_2,APC,10^-6,2,64,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_3,APC,10^-6,1,124,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_3,APC,10^-6,2,128,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_1,GN,10^-6,1,74,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_1,GN,10^-6,2,66,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_2,GN,10^-6,1,24,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_2,GN,10^-6,2,20,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_3,GN,10^-6,1,43,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_3,GN,10^-6,2,50,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_12, 11:30AM",D12_1,PC,10^-6,1,276,"2022_08_12, 12:13PM",
0722_A,"2022_08_12, 11:30AM",D12_1,PC,10^-6,2,261,"2022_08_12, 12:13PM",
0722_A,"2022_08_12, 11:30AM",D12_2,PC,10^-6,1,157,"2022_08_12, 12:13PM",
0722_A,"2022_08_12, 11:30AM",D12_2,PC,10^-6,2,163,"2022_08_12, 12:13PM",
0722_A,"2022_08_12, 11:30AM",D12_3,PC,10^-6,1,265,"2022_08_12, 12:13PM",
0722_A,"2022_08_12, 11:30AM",D12_3,PC,10^-6,2,234,"2022_08_12, 12:13PM",
0722_A,"2022_08_04, 3:20PM",D12_NC,APC,NA,NA,0,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_04, 3:20PM",D12_NC,GN,NA,NA,0,"2022_08_05, 11:18AM",Kept in cold room in the afternoon. Enumerated later in the day
0722_A,"2022_08_12, 11:30AM",D12_NC,PC,NA,NA,0,"2022_08_12, 12:13PM",
0722_A,"2022_08_09, 1:20PM",D17_1,APC,10^-7,1,70,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_1,APC,10^-7,2,70,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_2,APC,10^-6,1,196,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_2,APC,10^-6,2,214,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_3,APC,10^-6,1,251,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_3,APC,10^-6,2,252,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_1,GN,10^-7,1,24,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_1,GN,10^-7,2,20,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_2,GN,10^-6,1,85,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_2,GN,10^-6,2,95,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_3,GN,10^-6,1,134,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_3,GN,10^-6,2,164,"2022_08_09, 3:33PM",
0722_A,"2022_08_17, 11:30AM",D17_1,PC,10^-7,1,154,"2022_08_22, 8:45AM",
0722_A,"2022_08_17, 11:30AM",D17_1,PC,10^-7,2,138,"2022_08_22, 8:45AM",
0722_A,"2022_08_17, 11:30AM",D17_2,PC,10^-7,1,52,"2022_08_22, 8:45AM",
0722_A,"2022_08_17, 11:30AM",D17_2,PC,10^-7,2,47,"2022_08_22, 8:45AM",
0722_A,"2022_08_17, 11:30AM",D17_3,PC,10^-7,1,65,"2022_08_22, 8:45AM",
0722_A,"2022_08_17, 11:30AM",D17_3,PC,10^-7,2,55,"2022_08_22, 8:45AM",
0722_A,"2022_08_09, 1:20PM",D17_NC,APC,NA,NA,0,"2022_08_09, 3:33PM",
0722_A,"2022_08_09, 1:20PM",D17_NC,GN,NA,NA,0,"2022_08_09, 3:33PM",
0722_A,"2022_08_17, 11:30AM",D17_NC,PC,NA,NA,0,"2022_08_22, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_1,APC,10^-7,1,165,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_1,APC,10^-7,2,146,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_2,APC,10^-7,1,33,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_2,APC,10^-7,2,27,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_3,APC,10^-7,1,72,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_3,APC,10^-7,2,69,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_1,GN,10^-7,1,71,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_1,GN,10^-7,2,79,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_2,GN,10^-6,1,175,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_2,GN,10^-6,2,160,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_3,GN,10^-7,1,25,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_3,GN,10^-7,2,29,"2022_08_16, 8:45AM",
0722_A,"2022_08_22, 11:10AM",D22_1,PC,10^-8,1,23,"2022_08_24, 8:46AM",
0722_A,"2022_08_22, 11:10AM",D22_1,PC,10^-8,2,20,"2022_08_24, 8:46AM",
0722_A,"2022_08_22, 11:10AM",D22_2,PC,10^-7,1,63,"2022_08_24, 8:46AM",
0722_A,"2022_08_22, 11:10AM",D22_2,PC,10^-7,2,50,"2022_08_24, 8:46AM",
0722_A,"2022_08_22, 11:10AM",D22_3,PC,10^-7,1,180,"2022_08_24, 8:46AM",
0722_A,"2022_08_22, 11:10AM",D22_3,PC,10^-7,2,173,"2022_08_24, 8:46AM",
0722_A,"2022_08_14, 11:00AM",D22_NC,APC,NA,NA,0,"2022_08_16, 8:45AM",
0722_A,"2022_08_14, 11:00AM",D22_NC,GN,NA,NA,0,"2022_08_16, 8:45AM",
0722_A,"2022_08_22, 11:10AM",D22_NC,PC,NA,NA,0,"2022_08_24, 8:46AM",
0722_B,"2022_07_21, 12:50PM",H_1,APC,10^-3,1,567,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(27 + 31 + 27)/3
0722_B,"2022_07_21, 12:50PM",H_1,APC,10^-3,2,640,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(40 + 20 + 36)/3
0722_B,"2022_07_21, 12:50PM",H_2,APC,10^-3,1,733,"2022_08_05, 9:37AM",TNTC. Count estimated; 20*(40 + 27 + 43)/3
0722_B,"2022_07_21, 12:50PM",H_2,APC,10^-3,2,733,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(39 + 41 + 30)/3
0722_B,"2022_07_21, 12:50PM",H_3,APC,10^-3 ,1,753,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(37 + 36 + 40)/3
0722_B,"2022_07_21, 12:50PM",H_3,APC,10^-3,2,693,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(29 + 36 + 39)/3 
0722_B,"2022_07_21, 12:50PM",H_1,GN,10^-3,1,280,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(11 + 14 + 17)/3
0722_B,"2022_07_21, 12:50PM",H_1,GN,10^-3,2,260,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(9 + 16 + 14)/3
0722_B,"2022_07_21, 12:50PM",H_2,GN,10^-3,1,507,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(31 + 22 + 23)/3
0722_B,"2022_07_21, 12:50PM",H_2,GN,10^-3,2,467,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(23 + 26 + 21)/3
0722_B,"2022_07_21, 12:50PM",H_3,GN,10^-3,1,313,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(18 + 17 + 12)/3
0722_B,"2022_07_21, 12:50PM",H_3,GN,10^-3,2,427,"2022_08_05, 9:37AM",TNTC. Count estimated: 20*(21 + 25 + 18)/3
0722_B,"2022_07_29, 12:40PM",H_1,PC,10^-4,1,68,"2022_11_14, 6:30PM",Enumerated plates but forgot to record counts. The date and time of enumeration are from the timestamp of the photo. The plates were enumerated at the correct date and time
0722_B,"2022_07_29, 12:40PM",H_1,PC,10^-4,2,49,"2022_11_14, 6:30PM",Enumerated plates but forgot to record counts. The date and time of enumeration are from the timestamp of the photo. The plates were enumerated at the correct date and time
0722_B,"2022_07_29, 12:40PM",H_2,PC,10^-4,1,155,"2022_11_14, 6:30PM",Enumerated plates but forgot to record counts. The date and time of enumeration are from the timestamp of the photo. The plates were enumerated at the correct date and time
